1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,1.500000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00
1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00
2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01
2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.000000000000000000e+00,2.500000000000000000e+00,3.000000000000000000e+00,3.500000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,1.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00,5.040000000000000036e+00
1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,1.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00,7.559999999999999609e+00
2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01,2.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.008000000000000007e+01,1.008000000000000007e+01
2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,2.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,3.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,4.500000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01,5.000000000000000000e+00,2.519999999999999574e+00,3.779999999999999805e+00,5.039999999999999147e+00,6.300000000000000711e+00,7.559999999999999609e+00,8.819999999999998508e+00,1.007999999999999829e+01,1.127999999999999936e+01,1.127999999999999936e+01
